sp,support,woodiness,nfixing
Acacia lentiginea,F,NA,NA
Acacia leprosa,F,NA,NA
Acacia leptalea,F,NA,NA
Acacia leptocarpa,F,NA,Yes
Acacia leptoclada,F,NA,NA
Acacia leptoloba,F,W,NA
Acacia leptoneura,F,NA,Yes
Acacia leptopetala,F,NA,NA
Acacia leptophleba,F,NA,NA
Acacia leptospermoides,F,NA,NA
Acacia leptostachya,F,W,NA
Acacia leucoclada,F,W,Yes
Acacia leucolobia,F,NA,NA
Acacia leucophloea,F,W,Yes
Acacia levata,F,NA,NA
Acacia ligulata,F,W,Yes
Acacia ligustrina,F,W,NA
Acacia limbata,F,NA,NA
Acacia linarioides,F,NA,Yes
Acacia linearifolia,F,W,Yes
Acacia lineata,F,W,Yes
Acacia lineolata,F,NA,NA
Acacia linifolia,F,NA,Yes
Acacia lirellata,F,NA,NA
Acacia littorea,F,NA,NA
Acacia lobulata,F,NA,NA
Acacia loderi,F,W,No
Acacia longifolia,F,W,Yes
Acacia longipedunculata,F,NA,NA
Acacia longiphyllodinea,F,NA,NA
Acacia longispicata,F,NA,Yes
Acacia longispinea,F,NA,NA
Acacia longissima,F,W,Yes
Acacia loretensis,C,W,NA
Acacia loroloba,F,W,NA
Acacia loxophylla,F,NA,NA
Acacia lucasii,F,NA,NA
Acacia luederitzii,F,W,Yes
Acacia lullfitziorum,F,NA,NA
Acacia lunata,F,NA,Yes
Acacia luteola,F,NA,NA
Acacia lycopodiifolia,F,W,NA
Acacia lysiphloia,F,W,Yes
Acacia mabellae,F,W,NA
Acacia macbridei,C,NA,NA
Acacia macdonnellensis,F,W,NA
Acacia macilenta,F,NA,NA
Acacia mackeyana,F,NA,NA
Acacia macnuttiana,F,NA,NA
Acacia maconochieana,F,W,Yes
Acacia macracantha,F,W,Yes
Acacia macradenia,F,W,NA
Acacia macrostachya,F,W,No
Acacia maidenii,F,W,NA
Acacia maitlandii,F,W,NA
Acacia malloclada,F,NA,NA
Acacia mangium,F,W,Yes
Acacia manipularis,F,NA,NA
Acacia maranoensis,F,NA,NA
Acacia marramamba,F,NA,NA
Acacia martiusiana,C,NA,NA
Acacia masliniana,F,W,NA
Acacia matthewii,F,W,NA
Acacia maxwellii,F,NA,NA
Acacia mayana,F,W,NA
Acacia mearnsii,F,W,Yes
Acacia megacephala,F,NA,NA
Acacia megaladena,C,NA,NA
Acacia megalantha,F,NA,NA
Acacia meiantha,F,NA,NA
Acacia meiosperma,F,W,NA
Acacia meisneri,F,NA,NA
Acacia melanoxylon,F,W,Yes
Acacia melleodora,F,NA,Yes
Acacia mellifera,F,W,Yes
Acacia melvillei,F,NA,NA
Acacia menabeensis,F,NA,NA
Acacia menzelii,F,NA,NA
Acacia meridionalis,C,NA,NA
Acacia merinthophora,F,W,NA
Acacia merrallii,F,NA,NA
Acacia merrickiae,F,NA,NA
Acacia microbotrya,F,W,Yes
Acacia microcalyx,F,NA,NA
Acacia microcarpa,F,NA,NA
Acacia microneura,F,NA,NA
Acacia microsperma,F,NA,NA
Acacia mimica,F,NA,NA
Acacia mimula,F,W,Yes
Acacia minutifolia,F,W,NA
Acacia minyura,F,NA,NA
Acacia mitchellii,F,NA,NA
Acacia mitodes,F,NA,NA
Acacia modesta,F,W,Yes
Acacia moirii,F,NA,NA
Acacia mollifolia,F,NA,NA
Acacia montana,F,W,NA
Acacia monticola,F,W,Yes
Acacia montigena,C,NA,Yes
Acacia montis-usti,F,W,NA
Acacia mooreana,F,NA,Yes
Acacia mountfordiae,F,W,NA
Acacia mucronata,F,W,Yes
Acacia muelleriana,F,W,NA
Acacia multisiliqua,F,W,Yes
Acacia multispicata,F,NA,NA
Acacia multistipulosa,F,W,NA
Acacia murrayana,F,W,NA
Acacia mutabilis,F,NA,Yes
Acacia myrmecophila,F,NA,NA
Acacia myrtifolia,F,W,Yes
Acacia nana,F,NA,NA
Acacia nanodealbata,F,NA,Yes
Acacia nanopravissima,F,NA,NA
Acacia nebrownii,F,W,Yes
Acacia nematophylla,F,NA,NA
Acacia neovernicosa,F,NA,NA
Acacia neriifolia,F,W,Yes
Acacia nervosa,F,NA,Yes
Acacia nesophila,F,NA,NA
Acacia neurocarpa,F,W,Yes
Acacia neurophylla,F,W,NA
Acacia newbeyi,F,NA,NA
Acacia newmanii,F,NA,NA
Acacia nigrescens,F,W,Yes
Acacia nigricans,F,NA,Yes
Acacia nigripilosa,F,NA,NA
Acacia nilotica,F,W,Yes
Acacia nitidula,F,W,NA
Acacia nivea,F,NA,NA
Acacia nodiflora,F,NA,NA
Acacia notabilis,F,W,Yes
Acacia nova-anglica,F,NA,NA
Acacia nuperrima,F,W,NA
Acacia nyssophylla,F,W,NA
Acacia obesa,F,NA,NA
Acacia obliquinervia,F,W,NA
Acacia obovata,F,NA,NA
Acacia obtecta,F,NA,NA
Acacia obtusata,F,NA,NA
Acacia obtusifolia,F,W,NA
Acacia occidentalis,F,NA,NA
Acacia octonervia,F,NA,NA
Acacia oerfota,F,NA,Yes
Acacia oldfieldii,F,W,NA
Acacia olgana,F,W,Yes
Acacia oligoneura,F,NA,NA
Acacia olsenii,F,NA,NA
Acacia omalophylla,F,W,Yes
Acacia ommatosperma,F,NA,NA
Acacia oncinocarpa,F,W,Yes
Acacia oncinophylla,F,NA,NA
Acacia ophiolithica,F,NA,NA
Acacia oraria,F,W,NA
Acacia orbifolia,F,NA,NA
Acacia origena,F,NA,NA
Acacia orites,F,W,NA
Acacia ormocarpoides,F,NA,NA
Acacia orthocarpa,F,W,NA
Acacia orthotricha,F,NA,NA
Acacia oshanesii,F,W,Yes
Acacia oswaldii,F,W,Yes
Acacia oxycedrus,F,W,Yes
Acacia oxyclada,F,NA,NA
Acacia pachyacra,F,W,NA
Acacia pachycarpa,F,W,NA
Acacia pachyphloia,F,W,NA
Acacia pachyphylla,F,NA,NA
Acacia pachypoda,F,NA,NA
Acacia pallidifolia,F,W,NA
Acacia palustris,F,W,NA
Acacia papulosa,F,NA,NA
Acacia papyrocarpa,F,W,Yes
Acacia paradoxa,F,W,Yes
Acacia paraensis,C,NA,NA
Acacia paraneura,F,NA,NA
Acacia parramattensis,F,W,NA
Acacia parvipinnula,F,W,Yes
Acacia pataczekii,F,W,NA
Acacia patagiata,F,NA,Yes
Acacia paula,F,NA,NA
Acacia pedleyi,F,NA,NA
Acacia pellita,F,W,Yes
Acacia pelophila,F,NA,NA
Acacia pendula,F,W,Yes
Acacia pennata,C,W,Yes
Acacia pennatula,F,NA,Yes
Acacia penninervis,F,W,NA
Acacia pennivenia,F,NA,NA
Acacia pentadenia,F,W,Yes
Acacia pentagona,C,NA,No
Acacia perangusta,F,W,NA
Acacia permixta,F,W,Yes
Acacia perryi,F,NA,NA
Acacia pervillei,C,NA,NA
Acacia petraea,F,W,NA
Acacia peuce,F,W,NA
Acacia phaeocalyx,F,NA,NA
Acacia pharangites,F,NA,NA
Acacia phasmoides,F,NA,NA
Acacia phlebocarpa,F,NA,NA
Acacia phlebopetala,F,NA,NA
Acacia phlebophylla,F,W,NA
Acacia pickardii,F,W,NA
Acacia piligera,F,NA,NA
Acacia pilligaensis,F,NA,NA
Acacia pinguiculosa,F,NA,NA
Acacia pinguifolia,F,NA,NA
Acacia planifrons,F,NA,Yes
Acacia platycarpa,F,W,Yes
Acacia plautella,F,NA,NA
Acacia plectocarpa,F,W,Yes
Acacia plicata,F,NA,NA
Acacia plumosa,C,NA,NA
Acacia podalyriifolia,F,W,Yes
Acacia polhillii,C,NA,NA
Acacia polifolia,F,W,NA
Acacia poliochroa,F,NA,NA
Acacia polyacantha,F,W,Yes
Acacia polyadenia,F,NA,NA
Acacia polybotrya,F,NA,Yes
Acacia polyphylla,C,W,NA
Acacia polystachya,F,NA,Yes
Acacia porcata,F,NA,NA
Acacia praecox,F,W,NA
Acacia praelongata,F,NA,NA
Acacia praemorsa,F,NA,NA
Acacia praetermissa,F,NA,NA
Acacia prainii,F,W,NA
Acacia pravifolia,F,NA,NA
Acacia pravissima,F,W,Yes
Acacia preissiana,F,NA,NA
Acacia pringlei,F,NA,NA
Acacia prismifolia,F,NA,NA
Acacia pritzeliana,F,NA,NA
Acacia producta,F,NA,NA
Acacia profusa,F,NA,NA
Acacia proiantha,F,NA,NA
Acacia prominens,F,W,Yes
Acacia pruinescens,C,NA,NA
Acacia pruinocarpa,F,W,NA
Acacia pruinosa,F,W,NA
Acacia pteridifolia,C,NA,No
Acacia pterocaulon,F,NA,NA
Acacia ptychoclada,F,NA,NA
Acacia ptychophylla,F,NA,NA
Acacia pubescens,F,W,Yes
Acacia pubicosta,F,W,NA
Acacia pubifolia,F,W,NA
Acacia pubirhachis,F,W,NA
Acacia pulchella,F,W,Yes
Acacia pulviniformis,F,NA,NA
Acacia puncticulata,F,NA,NA
Acacia purpureopetala,F,NA,NA
Acacia pusilla,F,NA,NA
Acacia pustula,F,NA,NA
Acacia pycnantha,F,W,Yes
Acacia pycnocephala,F,NA,NA
Acacia pycnostachya,F,W,NA
Acacia pygmaea,F,NA,NA
Acacia pyrifolia,F,NA,Yes
Acacia quadrilateralis,F,NA,NA
Acacia quadrimarginea,F,W,NA
Acacia quadrisulcata,F,NA,NA
Acacia quinquenervia,F,NA,NA
Acacia quornensis,F,NA,NA
Acacia racospermoides,F,W,NA
Acacia ramiflora,F,NA,NA
Acacia ramulosa,F,W,NA
Acacia recurvata,F,NA,NA
Acacia redolens,F,NA,Yes
Acacia reficiens,F,W,Yes
Acacia rehmanniana,F,W,Yes
Acacia rendlei,F,NA,NA
Acacia repanda,F,NA,NA
Acacia repens,F,NA,NA
Acacia resinicostata,F,NA,NA
Acacia resinimarginea,F,W,NA
Acacia resinistipulea,F,W,NA
Acacia resinosa,F,NA,NA
Acacia restiacea,F,NA,Yes
Acacia retinervis,F,W,NA
Acacia retinodes,F,W,Yes
Acacia retivenea,F,W,NA
Acacia retrorsa,F,NA,NA
Acacia retusa,C,NA,NA
Acacia rhamphophylla,F,NA,NA
Acacia rhetinocarpa,F,NA,NA
Acacia rhigiophylla,F,NA,NA
Acacia rhodophloia,F,W,NA
Acacia rhodoxylon,F,W,NA
Acacia riceana,F,W,NA
Acacia richardsii,F,NA,NA
Acacia richii,F,W,Yes
Acacia ridleyana,F,NA,NA
Acacia rigens,F,W,Yes
Acacia rigescens,F,NA,NA
Acacia rigida,F,NA,NA
Acacia riparia,C,W,NA
Acacia rivalis,F,W,NA
Acacia robbertsii,F,NA,NA
Acacia robinae,F,NA,NA
Acacia robusta,F,W,Yes
Acacia robynsiana,F,W,NA
Acacia rossei,F,W,Yes
Acacia rostellata,F,NA,NA
Acacia rostellifera,F,NA,Yes
Acacia rothii,F,NA,Yes
Acacia rovumae,F,NA,Yes
Acacia roycei,F,W,NA
Acacia rubida,F,W,Yes
Acacia rugata,C,NA,No
Acacia rupicola,F,NA,NA
Acacia ruppii,F,NA,NA
Acacia ryaniana,F,NA,NA
Acacia sabulosa,F,NA,NA
Acacia sakalava,C,NA,No
Acacia saliciformis,F,W,NA
Acacia salicina,F,W,Yes
Acacia saligna,F,W,Yes
Acacia sarcophylla,F,NA,NA
Acacia saxatilis,F,NA,NA
Acacia saxicola,F,NA,NA
Acacia scalena,F,NA,NA
Acacia schaffneri,F,NA,Yes
Acacia schinoides,F,W,NA
Acacia schweinfurthii,C,W,No
Acacia sciophanes,F,NA,NA
Acacia scirpifolia,F,W,NA
Acacia scleroclada,F,NA,NA
Acacia sclerophylla,F,NA,NA
Acacia sclerosperma,F,W,Yes
Acacia scopulorum,F,W,NA
Acacia seclusa,F,NA,NA
Acacia sedifolia,F,NA,NA
Acacia sekhukhuniensis,F,NA,NA
Acacia semicircinalis,F,NA,NA
Acacia semilunata,F,W,NA
Acacia semirigida,F,W,NA
Acacia semitrullata,F,NA,NA
Acacia senegal,F,W,Yes
Acacia senegalensis,F,NA,NA
Acacia sericata,F,W,NA
Acacia sericocarpa,F,NA,NA
Acacia sericoflora,F,W,NA
Acacia sertiformis,F,NA,NA
Acacia sessilis,F,NA,NA
Acacia sessilispica,F,NA,NA
Acacia setulifera,F,NA,NA
Acacia seyal,F,NA,Yes
Acacia shirleyi,F,W,Yes
Acacia shuttleworthii,F,NA,NA
Acacia sibilans,F,W,NA
Acacia sibina,F,NA,NA
Acacia siculiformis,F,W,NA
Acacia sieberiana,F,W,NA
Acacia signata,F,W,NA
Acacia silvestris,F,NA,Yes
Acacia simsii,F,NA,Yes
Acacia simulans,F,NA,NA
Acacia singula,F,NA,NA
Acacia sinuata,C,NA,Yes
Acacia smeringa,F,NA,NA
Acacia solenota,F,NA,NA
Acacia sorophylla,F,NA,NA
Acacia spania,F,NA,NA
Acacia sparsiflora,F,NA,Yes
Acacia spathulifolia,F,NA,Yes
Acacia speckii,F,W,NA
Acacia spectabilis,F,W,Yes
Acacia sphaerocephala,F,NA,NA
Acacia sphaerostachya,F,NA,NA
Acacia sphenophylla,F,NA,NA
Acacia spilleriana,F,NA,NA
Acacia spinescens,F,W,Yes
Acacia spinosissima,F,NA,Yes
Acacia spirorbis,F,W,NA
Acacia spondylophylla,F,W,NA
Acacia spongolitica,F,NA,NA
Acacia squamata,F,NA,Yes
Acacia stanleyi,F,NA,NA
Acacia startii,F,NA,NA
Acacia steedmanii,F,W,NA
Acacia stellaticeps,F,NA,NA
Acacia stenophylla,F,W,Yes
Acacia stenoptera,F,NA,Yes
Acacia stereophylla,F,W,NA
Acacia stigmatophylla,F,NA,NA
Acacia stipuligera,F,W,Yes
Acacia stipulosa,F,NA,NA
Acacia storyi,F,W,NA
Acacia stowardii,F,W,NA
Acacia striatifolia,F,W,NA
Acacia stricta,F,W,Yes
Acacia strongylophylla,F,NA,NA
Acacia stuhlmannii,F,W,Yes
Acacia suaveolens,F,W,Yes
Acacia subangulata,F,NA,NA
Acacia suberosa,F,W,NA
Acacia subflexuosa,F,NA,NA
Acacia sublanata,F,NA,NA
Acacia subporosa,F,NA,NA
Acacia subracemosa,F,NA,NA
Acacia subrigida,F,NA,NA
Acacia subsessilis,F,NA,NA
Acacia subternata,F,NA,NA
Acacia subtessarogona,F,W,NA
Acacia subtilinervis,F,NA,NA
Acacia subulata,F,W,NA
Acacia sulcata,F,NA,Yes
Acacia sutherlandii,F,W,NA
Acacia swazica,F,W,Yes
Acacia symonii,F,W,NA
Acacia synchronicia,F,W,NA
Acacia synoria,F,NA,NA
Acacia tabula,F,NA,NA
Acacia tanganyikensis,F,NA,NA
Acacia tarculensis,F,NA,NA
Acacia tayloriana,F,NA,NA
Acacia telmica,F,NA,NA
Acacia teniana,F,NA,Yes
Acacia tenuifolia,C,W,NA
Acacia tenuinervis,F,W,NA
Acacia tenuior,F,NA,NA
Acacia tenuispica,F,NA,NA
Acacia tenuispina,F,NA,Yes
Acacia tenuissima,F,W,Yes
Acacia tephrina,F,NA,Yes
Acacia teretifolia,F,NA,NA
Acacia terminalis,F,W,Yes
Acacia tessellata,F,W,NA
Acacia tetanophylla,F,NA,NA
Acacia tetragonocarpa,F,NA,Yes
Acacia tetragonophylla,F,W,Yes
Acacia tetraneura,F,NA,NA
Acacia tetraptera,F,NA,NA
Acacia theronii,F,NA,NA
Acacia thomsonii,F,W,Yes
Acacia tindaleae,F,W,NA
Acacia tolmerensis,F,NA,NA
Acacia tomentosa,F,W,Yes
Acacia tonkinensis,C,NA,NA
Acacia torta,C,NA,NA
Acacia torticarpa,F,NA,NA
Acacia tortilis,F,W,Yes
Acacia tortuosa,F,NA,NA
Acacia torulosa,F,W,Yes
Acacia trachycarpa,F,W,Yes
Acacia trachyphloia,F,W,Yes
Acacia translucens,F,W,Yes
Acacia tratmaniana,F,NA,NA
Acacia trigonophylla,F,NA,NA
Acacia trinalis,F,W,NA
Acacia trinervata,F,W,NA
Acacia trineura,F,W,Yes
Acacia triptera,F,W,Yes
Acacia triptycha,F,W,NA
Acacia triquetra,F,NA,NA
Acacia tropica,F,W,NA
Acacia truculenta,F,NA,NA
Acacia trulliformis,F,NA,NA
Acacia truncata,F,W,NA
Acacia tuberculata,F,NA,NA
Acacia tucumanensis,C,W,NA
Acacia tumida,F,W,Yes
Acacia tysonii,F,W,NA
Acacia ulicifolia,F,W,Yes
Acacia ulicina,F,NA,NA
Acacia uliginosa,F,NA,NA
Acacia umbellata,F,W,Yes
Acacia uncifera,F,W,Yes
Acacia uncinata,F,W,NA
Acacia uncinella,F,NA,NA
Acacia undoolyana,F,W,NA
Acacia undosa,F,NA,NA
Acacia undulifolia,F,NA,NA
Acacia unguicula,F,W,NA
Acacia unifissilis,F,NA,NA
Acacia urophylla,F,W,Yes
Acacia valida,F,W,NA
Acacia validinervia,F,NA,NA
Acacia varia,F,NA,NA
Acacia vassalii,F,NA,NA
Acacia velutina,C,NA,No
Acacia venulosa,F,NA,NA
Acacia verniciflua,F,W,Yes
Acacia veronica,F,W,NA
Acacia verricula,F,W,NA
Acacia verticillata,F,W,Yes
Acacia vestita,F,NA,Yes
Acacia victoriae,F,W,Yes
Acacia viguieri,F,NA,NA
Acacia villosa,C,NA,Yes
Acacia vincentii,F,NA,NA
Acacia viscidula,F,W,NA
Acacia visco,F,W,Yes
Acacia vittata,F,NA,NA
Acacia wanyu,F,W,NA
Acacia wardellii,F,W,NA
Acacia warramaba,F,NA,NA
Acacia wattsiana,F,W,NA
Acacia weberbaueri,C,NA,NA
Acacia websteri,F,W,NA
Acacia welwitschii,F,NA,Yes
Acacia whibleyana,F,NA,NA
Acacia whitei,F,NA,NA
Acacia wickhamii,F,NA,NA
Acacia wilcoxii,F,NA,NA
Acacia wilhelmiana,F,W,Yes
Acacia willardiana,F,W,NA
Acacia willdenowiana,F,NA,Yes
Acacia williamsonii,F,NA,NA
Acacia wilsonii,F,NA,NA
Acacia wiseana,F,NA,NA
Acacia xanthina,F,W,NA
Acacia xanthocarpa,F,NA,NA
Acacia xanthophloea,F,W,Yes
Acacia xerophila,F,NA,NA
Acacia xiphophylla,F,W,NA
Acacia yirrkallensis,F,NA,Yes
Acacia yorkrakinensis,F,W,NA
Acacia zatrichota,F,NA,NA
Acaena agnipila,F,NA,NA
Acaena cylindristachya,F,NA,NA
Acaena echinata,F,NA,NA
Acaena latebrosa,F,NA,NA
Acaena novae-zelandiae,F,H,NA
Acaena ovalifolia,F,NA,NA
Acaena ovina,F,NA,NA
Acaena stricta,F,NA,NA
Acalypha allenii,F,NA,NA
Acalypha alnifolia,F,NA,NA
Acalypha ambigua,F,NA,NA
Acalypha amblyodonta,C,NA,NA
Acalypha amentacea,F,NA,NA
Acalypha angustata,F,NA,NA
Acalypha aristata,F,NA,NA
Acalypha australis,F,H,NA
Acalypha brachiata,F,NA,NA
Acalypha brachystachya,F,NA,NA
Acalypha capensis,F,NA,NA
Acalypha caperonioides,F,NA,NA
Acalypha capillipes,F,NA,NA
Acalypha caturus,F,W,NA
Acalypha chirindica,F,W,NA
Acalypha ciliata,F,H,NA
Acalypha communis,F,W,No
Acalypha crenata,F,NA,NA
Acalypha cuneata,C,W,NA
Acalypha depressinervia,F,NA,NA
Acalypha diversifolia,C,W,NA
Acalypha ecklonii,F,NA,NA
Acalypha elizabethiae,F,NA,NA
Acalypha filiformis,C,NA,NA
Acalypha fimbriata,F,H,NA
Acalypha fruticosa,F,W,NA
Acalypha glabrata,F,NA,NA
Acalypha glandulifolia,F,NA,NA
Acalypha havanensis,F,NA,NA
Acalypha herzogiana,F,NA,NA
Acalypha hispida,F,NA,NA
Acalypha indica,F,H,NA
Acalypha infesta,F,NA,NA
Acalypha insulana,F,W,NA
Acalypha integrifolia,F,W,NA
Acalypha lanceolata,F,H,NA
Acalypha lycioides,F,NA,NA
Acalypha macrostachya,F,W,NA
Acalypha mapirensis,F,W,NA
Acalypha monococca,F,H,NA
Acalypha nemorum,F,NA,NA
Acalypha ornata,C,W,NA
Acalypha ostryifolia,F,H,NA
Acalypha paupercula,F,NA,NA
Acalypha peduncularis,F,H,NA
Acalypha plicata,F,NA,NA
Acalypha poiretii,F,NA,NA
Acalypha pubiflora,F,NA,NA
Acalypha punctata,F,H,NA
Acalypha repanda,F,NA,NA
Acalypha scandens,C,NA,NA
Acalypha segetalis,F,NA,NA
Acalypha skutchii,F,W,No
Acalypha sonderiana,F,NA,NA
Acalypha spiciflora,F,NA,NA
Acalypha stachyura,F,W,NA
Acalypha stenoloba,C,NA,NA
Acalypha stricta,F,NA,NA
Acalypha virginica,F,H,NA
Acalypha wilkesiana,F,NA,NA
Acalypha wilmsii,F,NA,NA
Acampe pachyglossa,E,NA,NA
Acanthella sprucei,F,NA,NA
Acanthephippium bicolor,F,NA,NA
Acanthephippium chrysoglossum,F,NA,NA
Acanthephippium curtisii,F,NA,NA
Acanthephippium eburneum,F,NA,NA
Acanthephippium gougahensis,F,NA,NA
Acanthephippium javanicum,F,NA,NA
Acanthephippium lilacinum,F,NA,NA
Acanthephippium mantinianum,F,H,NA
Acanthephippium parviflorum,F,NA,NA
Acanthephippium pictum,F,NA,NA
Acanthephippium splendidum,F,NA,NA
Acanthephippium striatum,F,NA,NA
Acanthephippium sylhetense,F,H,NA
Acanthocalycium ferrarii,F,NA,NA
Acanthocalycium klimpelianum,F,NA,NA
Acanthocalycium spiniflorum,F,NA,NA
Acanthocarpus preissii,F,W,NA
Acanthocarpus rupestris,F,NA,NA
Acanthocarpus verticillatus,F,NA,NA
Acanthocereus baxaniensis,F,NA,NA
Acanthocereus horridus,F,NA,NA
Acanthocereus occidentalis,F,NA,NA
Acanthocereus subinermis,C,NA,NA
Acanthocereus tetragonus,C,NA,NA
Acanthocladium dockeri,F,W,NA
Acanthocladus scleroxylon,F,NA,NA
Acantholimon acanthobryum,F,NA,NA
Acantholimon acerosum,F,NA,NA
Acantholimon acmostegium,F,NA,NA
Acantholimon afanassievii,F,NA,NA
Acantholimon agropyroideum,F,NA,NA
Acantholimon ahangarensis,F,NA,NA
Acantholimon alaicum,F,NA,NA
Acantholimon alatavicum,F,NA,NA
Acantholimon alavae,F,NA,NA
Acantholimon albertii,F,NA,NA
Acantholimon albocalycinum,F,NA,NA
Acantholimon alexandri,F,NA,NA
Acantholimon alexeenkoanum,F,NA,NA
Acantholimon amoenum,F,NA,NA
Acantholimon anatolicum,F,NA,NA
Acantholimon anisophyllum,F,NA,NA
Acantholimon annae,F,NA,NA
Acantholimon antilibanoticum,F,NA,NA
Acantholimon anzobicum,F,NA,NA
Acantholimon araxanum,F,NA,NA
Acantholimon argyrostachyum,F,NA,NA
Acantholimon aristulatum,F,NA,NA
Acantholimon armenum,F,NA,NA
Acantholimon artosense,F,NA,NA
Acantholimon arundoscapum,F,NA,NA
Acantholimon aspadanum,F,NA,NA
Acantholimon asphodelinum,F,NA,NA
Acantholimon astragalinum,F,NA,NA
Acantholimon auganum,F,NA,NA
Acantholimon aulieatense,F,NA,NA
Acantholimon avanosicum,F,NA,NA
Acantholimon avenaceum,F,NA,NA
Acantholimon azizae,F,NA,NA
Acantholimon bakhtiaricum,F,NA,NA
Acantholimon balchanicum,F,NA,NA
Acantholimon bashkaleicum,F,NA,NA
Acantholimon baubaschatense,F,NA,NA
Acantholimon birandii,F,NA,NA
Acantholimon blakelockii,F,NA,NA
Acantholimon blandum,F,NA,NA
Acantholimon bodeanum,F,NA,NA
Acantholimon bonesseae,F,NA,NA
Acantholimon borodinii,F,NA,NA
Acantholimon brachyphyllum,F,NA,NA
Acantholimon brachystachyum,F,NA,NA
Acantholimon bracteatum,F,NA,NA
Acantholimon brecklei,F,NA,NA
Acantholimon bromifolium,F,NA,NA
Acantholimon butkovii,F,NA,NA
Acantholimon cabulicum,F,NA,NA
Acantholimon caesareum,F,NA,NA
Acantholimon calocephalum,F,NA,NA
Acantholimon calvertii,F,NA,NA
Acantholimon capitatum,F,NA,NA
Acantholimon carinatum,F,NA,NA
Acantholimon caryophyllaceum,F,NA,NA
Acantholimon catenatum,F,NA,NA
Acantholimon cephalotes,F,NA,NA
Acantholimon cephalotoides,F,NA,NA
Acantholimon chitralicum,F,NA,NA
Acantholimon chlorostegium,F,NA,NA
Acantholimon chrysostegium,F,NA,NA
Acantholimon cleistocalyx,F,NA,NA
Acantholimon collare,F,NA,NA
Acantholimon compactum,F,NA,NA
Acantholimon confertiflorum,F,NA,NA
Acantholimon cupreo-olivascens,F,NA,NA
Acantholimon cymosum,F,NA,NA
Acantholimon damassanum,F,NA,NA
Acantholimon demavendicum,F,NA,NA
Acantholimon densiflorum,F,NA,NA
Acantholimon desertorum,F,NA,NA
Acantholimon dianthifolium,F,NA,NA
Acantholimon diapensioides,F,NA,NA
Acantholimon distachyum,F,NA,NA
Acantholimon distichum,F,NA,NA
Acantholimon diversifolium,F,NA,NA
Acantholimon doganii,F,NA,NA
Acantholimon ecae,F,NA,NA
Acantholimon edmondsonii,F,NA,NA
Acantholimon ekatherinae,F,NA,NA
Acantholimon ekbergianum,F,NA,NA
Acantholimon ekimii,F,NA,NA
Acantholimon embergeri,F,NA,NA
Acantholimon erinaceum,F,NA,NA
Acantholimon erythraeum,F,NA,NA
Acantholimon eschkerense,F,NA,NA
Acantholimon esfandiarii,F,NA,NA
Acantholimon evrenii,F,NA,NA
Acantholimon fasciculare,F,NA,NA
Acantholimon faustii,F,NA,NA
Acantholimon fedorovii,F,NA,NA
Acantholimon festucaceum,F,NA,NA
Acantholimon fetissovii,F,NA,NA
Acantholimon flexuosum,F,NA,NA
Acantholimon fominii,F,NA,NA
Acantholimon gabrieljaniae,F,NA,NA
Acantholimon gadukense,F,NA,NA
Acantholimon gaudanense,F,NA,NA
Acantholimon genistoides,F,NA,NA
Acantholimon ghoranum,F,NA,NA
Acantholimon gilliatii,F,NA,NA
Acantholimon gillii,F,NA,NA
Acantholimon glabratum,F,NA,NA
Acantholimon glumaceum,F,NA,NA
Acantholimon glutinosum,F,NA,NA
Acantholimon goeksunicum,F,NA,NA
Acantholimon gontscharovii,F,NA,NA
Acantholimon gorganense,F,NA,NA
Acantholimon gracillimum,F,NA,NA
Acantholimon grammophyllum,F,NA,NA
Acantholimon griffithianum,F,NA,NA
Acantholimon gulistanum,F,NA,NA
Acantholimon haesarensis,F,NA,NA
Acantholimon halophilum,F,NA,NA
Acantholimon hariabense,F,NA,NA
Acantholimon hedinii,F,NA,NA
Acantholimon heratense,F,NA,NA
Acantholimon heweri,F,NA,NA
Acantholimon hilariae,F,NA,NA
Acantholimon hindukushum,F,NA,NA
Acantholimon hissaricum,F,NA,NA
Acantholimon hohenackeri,F,NA,NA
Acantholimon homophyllum,F,NA,NA
Acantholimon hormozganense,F,NA,NA
Acantholimon horridum,F,NA,NA
Acantholimon hoshapicum,F,NA,NA
Acantholimon huetii,F,NA,NA
Acantholimon hyalinum,F,NA,NA
Acantholimon hypochaerum,F,NA,NA
Acantholimon hystrix,F,NA,NA
Acantholimon iconicum,F,NA,NA
Acantholimon incomptum,F,NA,NA
Acantholimon inerme,F,NA,NA
Acantholimon jarmilae,F,NA,NA
Acantholimon kandaharense,F,NA,NA
Acantholimon karamanicum,F,NA,NA
Acantholimon karatavicum,F,NA,NA
Acantholimon karelinii,F,NA,NA
Acantholimon kaschgaricum,F,NA,NA
Acantholimon katrantavicum,F,NA,NA
Acantholimon kermanense,F,NA,NA
Acantholimon kjurendaghi,F,NA,NA
Acantholimon knorringianum,F,NA,NA
Acantholimon koeiei,F,NA,NA
Acantholimon koelzii,F,NA,NA
Acantholimon koeycegizicum,F,NA,NA
Acantholimon kokandense,F,NA,NA
Acantholimon komarovii,F,NA,NA
Acantholimon korolkovii,F,NA,NA
Acantholimon korovinii,F,NA,NA
Acantholimon kotschyi,F,NA,NA
Acantholimon kuramense,F,NA,NA
Acantholimon kutschanense,F,NA,NA
Acantholimon laevigatum,F,NA,NA
Acantholimon langaricum,F,NA,NA
